element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""303.8488""","=""""","=""303.8483""","=""0.0008""","=""8*""","=""""",,"=""23930.08""","=""56831.67""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""303.8488""","=""""","=""303.8497""","=""0.0008""","=""8*""","=""""",,"=""19535.01""","=""52436.44""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""303.8708""","=""""","=""303.8716""","=""0.0008""","=""25""","=""""",,"=""19253.56""","=""52152.62""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""303.9312""","=""""","=""303.9311""","=""0.0008""","=""50""","=""""",,"=""20064.30""","=""52956.92""","=""5d4.6s.(6D).6p""","=""7F*""","=""1""","=""""","=""""","=""1""",,"=""""","=""L153c23""",
W,1,"=""304.0333""","=""""","=""304.0331""","=""0.0008""","=""3""","=""""",,"=""18974.51""","=""51856.10""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""304.1730""","=""""","=""304.1736""","=""0.0008""","=""25""","=""""",,"=""15460.01""","=""48326.41""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""304.1863""","=""""","=""304.1869""","=""0.0008""","=""80""","=""""",,"=""3325.53""","=""36190.49""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""304.2282""","=""""","=""304.2283""","=""0.0008""","=""4""","=""""",,"=""19535.01""","=""52395.50""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""304.2416""","=""""","=""304.2419""","=""0.0008""","=""15""","=""""",,"=""17107.01""","=""49966.03""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""304.2717""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""304.3010""","=""""","=""304.3016""","=""0.0008""","=""12""","=""""",,"=""12161.96""","=""45014.54""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""304.3800""","=""""","=""304.3803""","=""0.0008""","=""150""","=""""",,"=""4830.00""","=""37674.08""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""304.43833""","=""""","=""304.43841""","=""0.00019""","=""4""","=""""",,"=""25169.877""","=""58007.690""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""304.5052""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""304.52098""","=""""","=""304.52106""","=""0.00019""","=""5""","=""""",,"=""22194.031""","=""55022.932""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""304.5473""","=""""","=""304.5489""","=""0.0008""","=""2""","=""""",,"=""19827.68""","=""52653.58""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""304.5576""","=""""","=""304.5586""","=""0.0008""","=""15""","=""""",,"=""19256.24""","=""52081.09""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""304.6440""","=""""","=""304.6448""","=""0.0008""","=""120""","=""2.9e+07""",B,"=""1670.29""","=""34485.86""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,2,"=""304.69015""","=""""","=""304.6902""","=""0.0003""","=""4""","=""""",,"=""19276.431""","=""52087.110""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""304.70452""","=""""","=""304.70453""","=""0.00006""","=""18""","=""""",,"=""23803.702""","=""56612.836""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""304.7556""","=""""","=""304.7565""","=""0.0008""","=""40""","=""""",,"=""19256.24""","=""52059.78""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""304.8120""","=""""","=""304.8124""","=""0.0008""","=""15""","=""""",,"=""13307.10""","=""46104.62""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""304.8502""","=""""","=""304.8511""","=""0.0008""","=""3""","=""""",,"=""17701.18""","=""50494.54""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""304.85959""","=""""","=""304.85958""","=""0.00005""","=""20""","=""""",,"=""19070.550""","=""51862.999""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""304.8657""","=""""","=""304.8665""","=""0.0008""","=""20""","=""""",,"=""18280.48""","=""51072.18""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""304.9000""","=""""","=""304.8995""","=""0.0008""","=""20""","=""""",,"=""28392.70""","=""61180.86""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""7""",,"=""""","=""L153""",
W,1,"=""304.9348""","=""""","=""304.9355""","=""0.0008""","=""10""","=""""",,"=""15460.01""","=""48244.29""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""304.95511""","=""""","=""304.95501""","=""0.00019""","=""5""","=""""",,"=""28118.836""","=""60901.023""","=""5d4.(3P1).6s""","=""4P""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""304.9688""","=""""","=""304.9691""","=""0.0008""","=""120""","=""8.5e+07""",B,"=""2951.29""","=""35731.96""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,2,"=""304.98530""","=""""","=""304.985277""","=""0.000019""","=""58""","=""""",,"=""14634.336""","=""47413.270""","=""5d4.(5D).6s""","=""4D""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""304.99673""","=""""","=""304.99670""","=""0.00009""","=""11""","=""""",,"=""25209.233""","=""57986.939""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""304.9992""","=""""","=""305.0007""","=""0.0008""","=""20""","=""""",,"=""18116.84""","=""50894.12""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""305.10669""","=""""","=""305.1066""","=""0.0004""","=""3""","=""""",,"=""30223.744""","=""62989.639""","=""""","=""""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""305.129372""","=""""","=""305.129363""","=""0.000010""","=""131""","=""""",,"=""13411.939""","=""46175.395""","=""5d3.6s2""","=""4F""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""305.1452""","=""""","=""305.1455""","=""0.0008""","=""6""","=""""",,"=""19253.56""","=""52015.28""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""305.1838""","=""""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""305.1925""","=""""","=""305.1931""","=""0.0008""","=""10""","=""""",,"=""16431.31""","=""49187.92""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""305.2816""","=""""","=""305.2831""","=""0.0008""","=""10""","=""""",,"=""19648.54""","=""52395.50""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""305.3354""","=""""","=""305.3345""","=""0.0008""","=""6""","=""""",,"=""24610.88""","=""57352.32""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""305.4008""","=""""","=""305.4017""","=""0.0008""","=""50""","=""""",,"=""9528.06""","=""42262.30""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""305.4376""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""305.5134""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""305.5384""","=""""","=""305.5397""","=""0.0008""","=""30""","=""""",,"=""13348.56""","=""46068.02""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""305.56852""","=""""","=""305.5685""","=""0.0004""","=""3""","=""""",,"=""31538.785""","=""64255.162""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""305.6218""","=""""","=""305.6230""","=""0.0008""","=""10""","=""""",,"=""15460.01""","=""48170.55""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""305.6787""","=""""","=""305.6807""","=""0.0008""","=""2""","=""""",,"=""24610.88""","=""57315.25""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""305.7773""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""305.7836""","=""""","=""305.7845""","=""0.0008""","=""1""","=""""",,"=""22852.80""","=""55546.06""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""305.8104""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""305.84421""","=""""","=""305.84420""","=""0.00011""","=""9""","=""""",,"=""25169.877""","=""57856.759""","=""""","=""""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""305.8488""","=""""","=""305.8493""","=""0.0008""","=""4""","=""""",,"=""20983.02""","=""53669.36""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""305.8733""","=""""","=""305.8749""","=""0.0008""","=""8""","=""""",,"=""18116.84""","=""50800.44""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""305.8932""","=""""","=""305.8939""","=""0.0008""","=""8""","=""""",,"=""17107.01""","=""49788.58""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""305.9474""","=""""","=""305.9486""","=""0.0008""","=""4""","=""""",,"=""19827.68""","=""52503.41""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""305.9818""","=""""","=""305.9821""","=""0.0008""","=""8""","=""4.2e+05""",C,"=""1670.29""","=""34342.44""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""305.9990""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""306.0178""","=""""","=""306.0175""","=""0.0008""","=""3""","=""""",,"=""19389.43""","=""52057.80""","=""5d4.6s.(6D).6p""","=""7F*""","=""0""","=""""","=""""","=""1""",,"=""""","=""L153""",
W,1,"=""306.0448""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""306.10121""","=""""","=""306.10121""","=""0.00019""","=""7""","=""""",,"=""22502.951""","=""55162.390""","=""5d4.(3D).6s""","=""4D""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""306.16685""","=""""","=""306.16683""","=""0.00019""","=""6""","=""8.88e+06""",B,"=""16589.603""","=""49242.042""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""T7162""","=""L11762""",
W,1,"=""306.2600""","=""""","=""306.2594""","=""0.0008""","=""20""","=""""",,"=""16431.31""","=""49073.88""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""306.2885""","=""""","=""306.2890""","=""0.0008""","=""15""","=""""",,"=""22852.80""","=""55492.22""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""306.3174""","=""""","=""306.3182""","=""0.0008""","=""60""","=""""",,"=""4830.00""","=""37466.30""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""306.34072""","=""""","=""306.34069""","=""0.00013""","=""8p""","=""""",,"=""23450.418""","=""56084.326""","=""5d4.(3D).6s""","=""4D""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""306.3560""","=""""","=""306.3561""","=""0.0008""","=""15""","=""""",,"=""18974.51""","=""51606.78""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""306.39663""","=""""","=""306.39666""","=""0.00007""","=""17""","=""""",,"=""16553.087""","=""49181.034""","=""5d4.(3H).6s""","=""4H""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""306.4140""","=""""","=""306.4149""","=""0.0008""","=""10""","=""""",,"=""18974.51""","=""51600.52""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""306.4768""","=""""","=""306.4770""","=""0.0008""","=""15""","=""""",,"=""15069.93""","=""47689.33""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""306.4927""","=""""","=""306.4935""","=""0.0008""","=""60""","=""7.7e+06""",C,"=""3325.53""","=""35943.17""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""T4976""","=""L153""",
W,1,"=""306.5233""","=""""","=""306.5262""","=""0.0008""","=""4""","=""""",,"=""20427.84""","=""53042.00""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""306.5303""","=""""","=""306.5311""","=""0.0008""","=""5""","=""""",,"=""18280.48""","=""50894.12""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""306.5606""","=""""","=""306.5597""","=""0.0008""","=""8*""","=""""",,"=""22773.78""","=""55384.38""","=""5d5.(4D).6s""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""306.5606""","=""""","=""306.5615""","=""0.0008""","=""8*""","=""""",,"=""19826.04""","=""52436.44""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""306.5861""","=""""","=""306.5865""","=""0.0008""","=""6""","=""""",,"=""13777.71""","=""46385.46""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""306.6382""","=""""","=""306.6354""","=""0.0008""","=""12*""","=""""",,"=""22852.80""","=""55455.35""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""306.6382""","=""""","=""306.6400""","=""0.0008""","=""12*""","=""""",,"=""18116.84""","=""50718.90""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""306.6602""","=""""","=""306.6607""","=""0.0008""","=""5""","=""""",,"=""19256.24""","=""51856.10""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""306.69711""","=""""","=""306.69710""","=""0.00005""","=""23""","=""""",,"=""16234.715""","=""48830.701""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""306.74002""","=""""","=""306.73997""","=""0.00010""","=""9""","=""""",,"=""16589.603""","=""49181.034""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,2,"=""306.75671""","=""""","=""306.75671""","=""0.00007""","=""16""","=""""",,"=""20780.358""","=""53370.011""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""306.7722""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""306.78579""","=""""","=""306.78575""","=""0.00005""","=""24""","=""""",,"=""19276.431""","=""51862.999""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""306.8146""","=""""","=""306.8150""","=""0.0008""","=""10""","=""""",,"=""17701.18""","=""50284.64""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""306.8256""","=""""","=""306.8263""","=""0.0008""","=""4""","=""""",,"=""23455.02""","=""56037.28""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""306.92841""","=""""","=""306.92842""","=""0.00008""","=""14""","=""""",,"=""16553.087""","=""49124.508""","=""5d4.(3H).6s""","=""4H""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""306.9460""","=""""","=""306.9469""","=""0.0008""","=""20""","=""""",,"=""19826.04""","=""52395.50""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""306.9720""","=""""","=""306.9733""","=""0.0008""","=""5""","=""""",,"=""22476.68""","=""55043.34""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""306.9887""","=""""","=""306.9887""","=""0.0008""","=""3""","=""""",,"=""27849.80""","=""60414.83""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""307.0910""","=""""","=""307.0903""","=""0.0008""","=""12""","=""""",,"=""23930.08""","=""56484.33""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""307.12066""","=""""","=""307.12067""","=""0.00019""","=""7""","=""""",,"=""26158.581""","=""58709.614""","=""5d5""","=""4G""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""307.1302""","=""""","=""307.1300""","=""0.0008""","=""5""","=""""",,"=""13777.71""","=""46327.75""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""307.1512""","=""""","=""307.1506""","=""0.0008""","=""3""","=""""",,"=""2951.29""","=""35499.15""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""307.16357""","=""""","=""307.1633""","=""0.0004""","=""3""","=""""",,"=""28118.836""","=""60665.356""","=""5d4.(3P1).6s""","=""4P""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""307.1678""","=""""","=""307.1674""","=""0.0008""","=""5""","=""""",,"=""19535.01""","=""52081.09""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,2,"=""307.17189""","=""""","=""307.17189""","=""0.00006""","=""21""","=""2.66e+07""",B,"=""14634.336""","=""47179.941""","=""5d4.(5D).6s""","=""4D""","=""3/2""","=""""","=""""","=""3/2""",,"=""T7162""","=""L11762""",
W,1,"=""307.2578""","=""""","=""307.2579""","=""0.0008""","=""5""","=""""",,"=""22852.80""","=""55389.30""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""307.27292""","=""""","=""307.27292""","=""0.00012""","=""8""","=""""",,"=""16589.603""","=""49124.508""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""307.2956""","=""""","=""307.2953""","=""0.0008""","=""6""","=""""",,"=""22476.68""","=""55009.22""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""307.3276""","=""""","=""307.3277""","=""0.0008""","=""120""","=""""",,"=""6219.33""","=""38748.44""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""307.33546""","=""""","=""307.33556""","=""0.00019""","=""5""","=""""",,"=""31347.087""","=""63875.361""","=""5d5""","=""2I""","=""13/2""","=""5d4.(3H).6p""","=""4I*""","=""15/2""",,"=""""","=""L11762""",
W,1,"=""307.3692""","=""""","=""307.3687""","=""0.0008""","=""20""","=""""",,"=""19535.01""","=""52059.78""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""307.40294""","=""""","=""307.40294""","=""0.00019""","=""6""","=""""",,"=""26226.897""","=""58748.042""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""307.40688""","=""""","=""307.407""","=""0.003""","=""2w""","=""""",,"=""25209.233""","=""57729.994""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""307.4084""","=""""","=""307.4087""","=""0.0008""","=""50""","=""""",,"=""13348.56""","=""45869.10""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""307.4713""","=""""","=""307.4712""","=""0.0008""","=""5""","=""""",,"=""13777.71""","=""46291.63""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""307.5218""","=""""","=""307.5215""","=""0.0008""","=""6""","=""""",,"=""15460.01""","=""47968.62""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""307.5324""","=""""","=""307.5320""","=""0.0008""","=""5""","=""""",,"=""14976.18""","=""47483.68""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""307.59380""","=""""","=""307.59399""","=""0.00019""","=""7""","=""""",,"=""30223.744""","=""62724.690""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""307.6170""","=""""","=""307.6169""","=""0.0008""","=""10""","=""""",,"=""18974.51""","=""51473.04""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
